id,note,url,bill_id
80ca0194-aced-426c-8dad-7881ecdc24fd,,https://malegislature.gov/Bills/193/H44,ocd-bill/16ddfb6e-2a3f-41ca-8f03-33421205d2c1
7fe634e9-5a62-49dd-9c5a-a41311cfc387,,https://malegislature.gov/Bills/193/H3664,ocd-bill/dae720d4-1e5f-4119-9ac0-510baa84d602
db08c4bb-ba76-4463-a1f3-ccc4c1a8eb5c,,https://malegislature.gov/Bills/193/H3561,ocd-bill/cafb6433-bb0d-4b8c-a6e3-17df465acc8c
ded94945-afc5-46ef-a0a9-8868b2e97b41,,https://malegislature.gov/Bills/193/H3693,ocd-bill/a9c049b3-c10d-4098-99f4-36154ca0fd8c
57a9b1dd-279b-4bed-83f3-8229984252e3,,https://malegislature.gov/Bills/193/H3701,ocd-bill/af11cfda-af71-4171-8b99-40288347313a
c13b4463-f3c2-430e-80d1-2ddcd6082281,,https://malegislature.gov/Bills/193/H3617,ocd-bill/5e7d16cf-68d1-4dcf-b35f-b36e56231834
b0d1a94c-ca28-4d14-810c-343b6cdd78fe,,https://malegislature.gov/Bills/193/H3606,ocd-bill/add45a3d-c41c-45df-8cee-7cd719778bfc
d8a3ef85-2d28-41c4-a5dc-b7d943473bcf,,https://malegislature.gov/Bills/193/H3612,ocd-bill/6c38b8d3-1eaf-435a-af6b-af02b51a286d
b22de296-a21c-4b36-9ed6-c4f9ddb765f4,,https://malegislature.gov/Bills/193/H3680,ocd-bill/69c1f765-d2eb-4078-98ff-71e5efa657bd
c2a5581a-180a-4423-910d-437aa42504b9,,https://malegislature.gov/Bills/193/H3610,ocd-bill/ae59052f-08a0-4aac-beb9-95cb776aa502
382dfe70-20e0-47fc-a34d-29e5b22e3174,,https://malegislature.gov/Bills/193/H3645,ocd-bill/572281b1-25be-40ec-b711-c082b9b16c44
f52b6893-8348-446e-92ea-fa00b6c05d7e,,https://malegislature.gov/Bills/193/H3590,ocd-bill/ff9f81e9-bb94-4880-91b0-5c5834424c3d
5ecfa017-9ea4-4f0d-b6e9-83a8e0614175,,https://malegislature.gov/Bills/193/H3597,ocd-bill/979633e3-17af-4629-a41a-cf98e0d62641
c071f23a-e5c2-4892-8579-073a92523b3a,,https://malegislature.gov/Bills/193/H3572,ocd-bill/40817619-453c-497c-b88a-0541b19e4d4d
e9f2f57e-65f6-4ce8-91f5-64250d03f18e,,https://malegislature.gov/Bills/193/H3638,ocd-bill/4528bddc-6699-4e93-9741-085191ad9301
b393d962-20ab-4d4a-bbe8-ec3b7658125b,,https://malegislature.gov/Bills/193/H3581,ocd-bill/5cd09c93-2bbe-44f5-ad73-eb2b863f7b67
6d1ea8f9-8886-411c-8bd3-23ce7df09fff,,https://malegislature.gov/Bills/193/H3700,ocd-bill/dd0ca788-2b81-4f6e-8a07-4b8c8f3865cb
